sale_id,sale_date,quantity,discount_pct,revenue,product_name,category,unit_cost,unit_price,store_name,region_name,customer_name,signup_date
1273,2024-08-10,3,0.0,398.85,Lipstick Set,Beauty,62.3,132.95,Store #014,Southeast,Ryan Barber,2024-03-17
1274,2024-02-09,2,0.0,594.82,Dumbbell Set,Sports,144.37,297.41,Store #016,Southeast,Julie Graham,2024-08-31
1275,2024-01-27,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #014,Southeast,Carl Mcdonald,2024-05-03
1276,2023-12-06,3,0.0,465.42,Yoga Mat,Sports,87.71,155.14,Store #009,Midwest,Paula Hardy,2026-06-06
1277,2024-04-01,3,0.0,149.37,Coffee Maker,Home & Kitchen,30.14,49.79,Store #005,West,Scott Wilkinson,2024-08-11
1278,2024-09-20,1,0.1,13.3,Bluetooth Speaker,Electronics,8.34,14.78,Store #020,Southwest,Jill Lane,2024-10-26
1279,2023-09-09,3,0.0,229.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #010,West,Joanna Calderon,2026-01-26
1280,2024-02-26,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #018,West,Charles Moore,2025-12-21
1281,2023-03-04,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #003,Midwest,Paula Hardy,2026-06-06
1282,2024-01-28,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #005,West,Julie Vasquez,2025-09-27
1283,2023-07-24,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #017,Southwest,Mark Trujillo,2025-11-12
1284,2024-10-07,3,0.0,149.37,Coffee Maker,Home & Kitchen,30.14,49.79,Store #018,West,Katelyn Ramirez,2026-01-11
1285,2023-01-20,2,0.1,390.11,Perfume,Beauty,127.13,216.73,Store #013,West,Julia Harrison,2026-06-28
1286,2024-12-18,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #016,Southeast,Kimberly Morris,2024-08-30
1287,2024-08-02,4,0.0,704.16,Hair Dryer,Beauty,110.45,176.04,Store #017,Southwest,Michael Jones,2025-12-17
1288,2024-02-02,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #009,Midwest,Julie Johnson,2025-08-20
1289,2023-01-27,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #011,Southwest,Christopher Graham,2024-05-22
1290,2023-08-13,1,0.0,142.75,Winter Jacket,Apparel,86.68,142.75,Store #001,Southwest,Cheyenne Young,2025-06-10
1291,2023-10-15,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #002,West,Christopher Davidson,2023-09-10
1292,2024-04-28,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #017,Southwest,Robert Huber,2025-09-17
1293,2024-08-21,2,0.2,195.82,Wireless Earbuds,Electronics,93.69,122.39,Store #008,Midwest,Michael Tanner,2026-05-10
1294,2023-06-13,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #004,West,Damon Smith,2025-01-24
1295,2024-11-18,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #002,West,Steven Pennington,2026-03-03
1296,2023-08-13,3,0.0,574.68,Cookware Set,Home & Kitchen,93.45,191.56,Store #019,Northeast,Joe Vazquez,2024-08-27
1297,2024-02-02,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #012,Midwest,Mr. Kenneth Ware,2023-10-20
1298,2023-06-27,2,0.0,404.86,Water Bottle,Sports,113.36,202.43,Store #006,Southeast,Kenneth Guzman,2026-04-09
1299,2024-08-29,2,0.0,390.72,Bike Helmet,Sports,90.08,195.36,Store #011,Southwest,Kylie Smith,2024-02-19
1300,2024-12-19,2,0.0,433.46,Perfume,Beauty,127.13,216.73,Store #001,Southwest,April Lowe,2025-07-24
1301,2024-12-19,1,0.1,175.82,Bike Helmet,Sports,90.08,195.36,Store #019,Northeast,Shannon Sanchez,2024-05-19
1302,2024-07-30,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #007,Midwest,Ryan Franco,2024-01-10
1303,2024-05-19,1,0.1,172.4,Cookware Set,Home & Kitchen,93.45,191.56,Store #018,West,Michael Reid,2025-03-23
1304,2023-06-29,3,0.15,126.96,Coffee Maker,Home & Kitchen,30.14,49.79,Store #016,Southeast,Cheryl Garza,2026-02-21
1305,2023-04-03,2,0.0,244.78,Wireless Earbuds,Electronics,93.69,122.39,Store #002,West,Regina Anderson,2026-02-16
1306,2024-09-08,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #008,Midwest,Rebecca Estrada,2024-10-02
1307,2024-06-23,4,0.0,707.0,Hoodie,Apparel,103.64,176.75,Store #016,Southeast,Mark Bass,2025-12-31
1308,2023-12-06,1,0.0,195.36,Bike Helmet,Sports,90.08,195.36,Store #007,Midwest,Kylie Smith,2024-02-19
1309,2023-05-14,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #011,Southwest,Crystal Oliver,2024-09-17
1310,2023-07-01,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #011,Southwest,Frank Vega,2025-02-21
1311,2023-01-23,2,0.0,301.46,Denim Jeans,Apparel,72.68,150.73,Store #005,West,Dustin Beard,2025-02-08
1312,2024-12-22,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #004,West,Joe Vazquez,2024-08-27
1313,2024-06-22,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #012,Midwest,Amanda Duarte,2025-05-17
1314,2023-03-16,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #012,Midwest,April Lowe,2025-07-24
1315,2024-11-04,3,0.0,428.25,Winter Jacket,Apparel,86.68,142.75,Store #011,Southwest,Diana Bolton,2025-04-24
1316,2023-11-06,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #014,Southeast,Bryan Thompson,2025-06-29
1317,2024-10-16,2,0.0,433.46,Perfume,Beauty,127.13,216.73,Store #016,Southeast,Sarah Evans MD,2024-11-21
1318,2023-11-18,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #020,Southwest,Tiffany Reed,2026-01-27
1319,2024-01-01,1,0.2,120.58,Denim Jeans,Apparel,72.68,150.73,Store #008,Midwest,Gregg Ramos,2024-12-14
1320,2024-08-26,2,0.0,244.78,Wireless Earbuds,Electronics,93.69,122.39,Store #006,Southeast,Jessica Frey,2026-02-13
1321,2023-11-11,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #010,West,Alexander Johnston,2025-06-03
1322,2023-07-01,1,0.2,105.68,Cotton T-Shirt,Apparel,60.46,132.1,Store #001,Southwest,Ricardo Turner,2026-03-17
1323,2024-12-19,2,0.0,390.72,Bike Helmet,Sports,90.08,195.36,Store #013,West,Ashley Pierce,2026-05-12
1324,2024-08-04,1,0.15,162.83,Cookware Set,Home & Kitchen,93.45,191.56,Store #002,West,Carlos Wolfe,2024-02-26
1325,2024-09-08,1,0.1,13.3,Bluetooth Speaker,Electronics,8.34,14.78,Store #011,Southwest,Christopher Sawyer,2025-05-08
1326,2024-09-18,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #008,Midwest,Bryan Sheppard,2023-11-19
1327,2024-08-02,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #004,West,Roberta Farrell,2024-06-03
1328,2024-05-23,1,0.1,195.06,Perfume,Beauty,127.13,216.73,Store #005,West,Jessica Reed,2025-07-18
1329,2023-03-21,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #008,Midwest,Robert Woods,2024-08-07
1330,2023-11-03,2,0.0,99.58,Coffee Maker,Home & Kitchen,30.14,49.79,Store #011,Southwest,Frank Patel,2025-11-06
1331,2023-01-12,1,0.1,44.81,Coffee Maker,Home & Kitchen,30.14,49.79,Store #009,Midwest,Cathy Koch,2025-12-16
1332,2023-09-13,2,0.0,231.96,Shampoo,Beauty,87.32,115.98,Store #003,Midwest,Melissa Phillips,2024-07-30
1333,2023-09-20,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #004,West,Evan Carlson,2025-02-21
1334,2023-01-02,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #002,West,James Brooks,2024-10-29
1335,2024-03-24,1,0.15,112.28,Cotton T-Shirt,Apparel,60.46,132.1,Store #014,Southeast,Ethan Rodriguez,2024-10-04
1336,2023-06-20,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #014,Southeast,Cynthia Curtis,2025-12-22
1337,2024-01-23,1,0.0,297.41,Dumbbell Set,Sports,144.37,297.41,Store #012,Midwest,Christopher Barajas,2026-05-21
1338,2024-01-20,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #004,West,Olivia Kramer,2024-07-26
1339,2024-05-05,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #019,Northeast,Mrs. Paula Newton,2025-01-13
1340,2024-12-15,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #003,Midwest,Kyle Bailey,2024-10-16
1341,2023-02-04,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #010,West,Rebecca Estrada,2024-10-02
1342,2023-11-04,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #003,Midwest,Rebecca Duncan,2024-09-06
1343,2023-06-24,2,0.1,390.11,Perfume,Beauty,127.13,216.73,Store #013,West,Chelsea Jones,2026-05-28
1344,2023-03-18,2,0.0,99.58,Coffee Maker,Home & Kitchen,30.14,49.79,Store #018,West,Billy Cross,2024-04-03
1345,2023-04-06,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #011,Southwest,Tonya White,2023-12-02
1346,2024-09-20,2,0.0,264.2,Cotton T-Shirt,Apparel,60.46,132.1,Store #016,Southeast,April Lowe,2025-07-24
1347,2023-02-01,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #014,Southeast,Billy Cross,2024-04-03
1348,2024-10-31,1,0.15,12.56,Bluetooth Speaker,Electronics,8.34,14.78,Store #006,Southeast,Mary Mendoza,2024-09-30
1349,2024-03-20,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #006,Southeast,Patrick White,2025-03-08
1350,2023-04-14,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #011,Southwest,Rhonda Williams,2025-07-03
1351,2023-07-14,2,0.0,99.58,Coffee Maker,Home & Kitchen,30.14,49.79,Store #014,Southeast,Sheila Anderson,2024-05-20
1352,2024-07-21,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #018,West,Jessica Barron,2024-09-05
1353,2024-11-08,3,0.0,398.85,Lipstick Set,Beauty,62.3,132.95,Store #004,West,Brandi Johnson,2025-02-17
1354,2024-02-07,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #019,Northeast,Jill Harrison,2024-07-29
1355,2024-05-17,2,0.2,99.54,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #005,West,Patrick White,2025-03-08
1356,2024-01-05,2,0.0,352.08,Hair Dryer,Beauty,110.45,176.04,Store #001,Southwest,Roberto Wheeler,2025-03-12
1357,2023-03-31,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #010,West,Vincent Chang,2024-01-05
1358,2024-11-08,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #016,Southeast,Cole Johnson,2025-12-16
1359,2023-04-10,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #001,Southwest,Rhonda Williams,2025-07-03
1360,2023-06-24,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #010,West,Christopher Whitehead,2025-08-17
1361,2024-04-29,2,0.0,99.58,Coffee Maker,Home & Kitchen,30.14,49.79,Store #004,West,Charles West,2026-02-15
1362,2024-02-12,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #016,Southeast,Donald Wallace,2026-04-19
1363,2024-11-21,3,0.0,347.94,Shampoo,Beauty,87.32,115.98,Store #018,West,Jordan Mccullough,2026-02-24
1364,2023-07-09,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #012,Midwest,John Ward,2026-04-25
1365,2024-01-26,1,0.0,142.75,Winter Jacket,Apparel,86.68,142.75,Store #012,Midwest,Evan Lewis,2023-12-02
1366,2024-04-01,4,0.0,59.44,Running Shoes,Apparel,6.92,14.86,Store #002,West,Jennifer Obrien,2024-12-30
1367,2024-03-26,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #015,Southwest,Jennifer Obrien,2024-12-30
1368,2023-08-20,3,0.1,90.94,Smartwatch,Electronics,18.14,33.68,Store #009,Midwest,Kristen Delacruz,2024-01-31
1369,2023-03-05,4,0.0,248.84,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #005,West,Derek Kelly,2024-01-20
1370,2024-12-14,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #003,Midwest,Jennifer Lee,2026-05-21
1371,2023-12-19,3,0.0,297.36,Face Moisturizer,Beauty,66.65,99.12,Store #014,Southeast,Victor Kirk,2024-03-31
1372,2024-08-26,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #008,Midwest,Morgan Barnes,2025-07-10
1373,2023-03-04,2,0.0,22.08,Blender,Home & Kitchen,7.32,11.04,Store #013,West,Kerry Harris,2024-09-25
1374,2024-06-19,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #014,Southeast,Natasha Johnson,2024-07-02
1375,2024-07-02,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #016,Southeast,Melissa Archer,2023-08-25
1376,2023-08-30,1,0.2,161.94,Water Bottle,Sports,113.36,202.43,Store #016,Southeast,Barbara Fitzpatrick,2024-04-17
1377,2023-03-22,2,0.0,265.9,Lipstick Set,Beauty,62.3,132.95,Store #013,West,Daniel Hernandez,2024-06-25
1378,2023-02-05,1,0.2,105.68,Cotton T-Shirt,Apparel,60.46,132.1,Store #017,Southwest,Christopher Castillo Jr.,2024-04-24
1379,2024-06-13,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #019,Northeast,Daniel Walters,2025-05-19
1380,2024-09-27,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #005,West,Alejandro Robbins,2024-10-20
1381,2024-04-04,2,0.0,231.96,Shampoo,Beauty,87.32,115.98,Store #006,Southeast,Ricardo Turner,2026-03-17
1382,2023-06-21,2,0.0,383.12,Cookware Set,Home & Kitchen,93.45,191.56,Store #007,Midwest,Lori Wilson,2023-12-12
1383,2023-07-17,1,0.1,198.6,USB-C Hub,Electronics,146.19,220.67,Store #005,West,Audrey Roach,2026-05-26
1384,2024-03-09,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #003,Midwest,Kenneth Gregory,2024-05-05
1385,2024-03-21,2,0.0,99.58,Coffee Maker,Home & Kitchen,30.14,49.79,Store #007,Midwest,Vincent Chang,2024-01-05
1386,2024-10-04,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #005,West,Justin Ortiz,2023-10-24
1387,2024-09-01,2,0.0,390.72,Bike Helmet,Sports,90.08,195.36,Store #009,Midwest,Scott York,2025-04-03
1388,2023-03-10,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #003,Midwest,Jordan Mccullough,2026-02-24
1389,2024-07-23,1,0.1,104.38,Shampoo,Beauty,87.32,115.98,Store #013,West,Andrew Buchanan,2025-03-23
1390,2023-11-30,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #017,Southwest,Vickie Abbott,2023-11-08
1391,2023-01-13,1,0.1,76.07,Laptop Stand,Electronics,62.98,84.52,Store #020,Southwest,Dustin Beard,2025-02-08
1392,2024-06-19,4,0.1,633.74,Hair Dryer,Beauty,110.45,176.04,Store #014,Southeast,Patricia Brown,2025-06-19
1393,2024-02-29,1,0.1,172.4,Cookware Set,Home & Kitchen,93.45,191.56,Store #005,West,Brandy Lee,2023-10-03
1394,2024-08-03,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #019,Northeast,Katelyn Davis,2025-01-28
1395,2023-04-13,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #004,West,Kristen Delacruz,2024-01-31
1396,2023-04-14,2,0.0,594.82,Dumbbell Set,Sports,144.37,297.41,Store #010,West,Tristan Moore,2025-09-15
1397,2024-07-02,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #012,Midwest,Jason Cameron,2024-10-10
1398,2024-02-25,1,0.2,141.4,Hoodie,Apparel,103.64,176.75,Store #009,Midwest,Justin Christensen,2024-07-25
1399,2024-11-01,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #020,Southwest,Jason Robinson,2025-08-15
1400,2023-02-08,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #006,Southeast,Eric Shea,2025-05-26
1401,2024-02-17,1,0.0,195.36,Bike Helmet,Sports,90.08,195.36,Store #005,West,Karen Brooks,2023-09-04
1402,2024-09-15,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #013,West,Cheryl Garza,2026-02-21
1403,2024-02-10,3,0.0,398.85,Lipstick Set,Beauty,62.3,132.95,Store #011,Southwest,Lorraine Gordon,2024-06-04
1404,2023-09-01,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #002,West,Brooke Ruiz,2023-11-19
1405,2024-05-01,2,0.0,231.96,Shampoo,Beauty,87.32,115.98,Store #009,Midwest,John Lee,2025-01-16
1406,2024-01-17,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #001,Southwest,Becky Clark,2024-07-14
1407,2023-11-27,1,0.2,176.54,USB-C Hub,Electronics,146.19,220.67,Store #016,Southeast,Matthew Cunningham,2025-06-25
1408,2024-12-13,2,0.0,29.72,Running Shoes,Apparel,6.92,14.86,Store #008,Midwest,Frank Proctor,2025-10-29
1409,2023-11-04,2,0.0,352.08,Hair Dryer,Beauty,110.45,176.04,Store #015,Southwest,Kelly Gray,2023-08-15
1410,2023-11-14,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #020,Southwest,Calvin Sparks,2024-05-26
1411,2023-04-02,3,0.15,562.71,USB-C Hub,Electronics,146.19,220.67,Store #007,Midwest,Jim Byrd,2025-01-21
1412,2023-08-05,2,0.15,168.5,Face Moisturizer,Beauty,66.65,99.12,Store #014,Southeast,Tina Rogers,2024-09-15
1413,2024-05-11,2,0.0,153.0,Air Fryer,Home & Kitchen,39.95,76.5,Store #017,Southwest,Tristan Moore,2025-09-15
1414,2024-01-18,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #002,West,Cathy Noble,2025-04-04
1415,2023-06-12,4,0.0,199.16,Coffee Maker,Home & Kitchen,30.14,49.79,Store #003,Midwest,Christopher Walker,2025-05-26
1416,2024-12-27,1,0.0,142.75,Winter Jacket,Apparel,86.68,142.75,Store #005,West,Jason Glover,2026-05-22
1417,2024-06-20,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #019,Northeast,Desiree Ferrell,2024-10-27
1418,2023-06-27,1,0.1,267.67,Dumbbell Set,Sports,144.37,297.41,Store #007,Midwest,Cameron Campbell,2024-02-29
1419,2023-07-25,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #002,West,Mark Trujillo,2025-11-12
1420,2023-02-03,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #015,Southwest,Brandi Johnson,2025-02-17
1421,2024-01-05,1,0.2,97.91,Wireless Earbuds,Electronics,93.69,122.39,Store #007,Midwest,Jamie Long,2026-02-14
1422,2024-01-13,3,0.2,35.47,Bluetooth Speaker,Electronics,8.34,14.78,Store #015,Southwest,Eric Hardin,2025-07-31
1423,2024-02-11,1,0.2,141.4,Hoodie,Apparel,103.64,176.75,Store #004,West,Kelly Phillips,2026-06-18
1424,2023-02-01,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #008,Midwest,Thomas Gray,2023-09-25
1425,2024-05-15,2,0.0,198.24,Face Moisturizer,Beauty,66.65,99.12,Store #020,Southwest,Frank Patel,2025-11-06
1426,2023-07-01,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #016,Southeast,Dustin Beard,2025-02-08
1427,2024-07-18,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #012,Midwest,Kimberly Morris,2024-08-30
1428,2023-06-17,1,0.2,161.94,Water Bottle,Sports,113.36,202.43,Store #009,Midwest,Elizabeth Moore,2025-07-04
1429,2024-12-01,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #013,West,Brandi Johnson,2025-02-17
1430,2023-06-16,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #019,Northeast,Jason Glover,2026-05-22
1431,2023-08-08,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #008,Midwest,Grant Ayers,2024-03-08
1432,2023-08-19,2,0.0,244.78,Wireless Earbuds,Electronics,93.69,122.39,Store #007,Midwest,Adam Hoover,2025-07-28
1433,2024-10-29,1,0.2,11.82,Bluetooth Speaker,Electronics,8.34,14.78,Store #014,Southeast,Charles Martin,2024-03-12
1434,2023-01-21,4,0.0,59.12,Bluetooth Speaker,Electronics,8.34,14.78,Store #001,Southwest,Jason Robinson,2025-08-15
1435,2023-05-16,1,0.0,142.75,Winter Jacket,Apparel,86.68,142.75,Store #006,Southeast,Nicole Sellers,2025-01-27
1436,2023-01-09,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #008,Midwest,Miranda Bradley,2026-01-16
1437,2024-09-14,2,0.1,178.42,Face Moisturizer,Beauty,66.65,99.12,Store #010,West,Paul Fisher II,2026-03-04
1438,2024-12-27,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #014,Southeast,Cheyenne Young,2025-06-10
1439,2024-01-21,2,0.0,29.72,Running Shoes,Apparel,6.92,14.86,Store #012,Midwest,Ashley Thomas,2023-08-12
1440,2023-09-16,1,0.15,121.34,Winter Jacket,Apparel,86.68,142.75,Store #007,Midwest,Mr. James Robbins DDS,2025-07-01
1441,2023-11-06,1,0.1,159.08,Hoodie,Apparel,103.64,176.75,Store #020,Southwest,Krystal Davis,2025-07-03
1442,2024-08-21,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #004,West,Laura Le,2023-10-30
1443,2024-06-07,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #012,Midwest,Jennifer Wilson,2025-12-15
1444,2024-10-24,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #020,Southwest,Glen White,2025-08-21
1445,2023-10-17,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #010,West,Margaret Weiss,2024-02-06
1446,2023-04-21,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #016,Southeast,Henry Rivera,2025-04-02
1447,2023-12-11,4,0.0,809.72,Water Bottle,Sports,113.36,202.43,Store #011,Southwest,Tina Shannon,2024-09-07
1448,2023-10-11,2,0.1,318.15,Hoodie,Apparel,103.64,176.75,Store #009,Midwest,Robert Doyle,2025-09-22
1449,2024-12-29,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #010,West,John West PhD,2023-11-21
1450,2023-06-03,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #017,Southwest,Steven Pennington,2026-03-03
1451,2023-09-04,1,0.2,161.94,Water Bottle,Sports,113.36,202.43,Store #002,West,Kylie Smith,2024-02-19
1452,2024-09-06,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #013,West,Tara Dominguez,2026-03-02
1453,2023-11-24,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #001,Southwest,Robert Doyle,2025-09-22
1454,2024-05-24,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #010,West,Veronica Johnson,2023-12-30
1455,2024-03-04,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #013,West,Jordan Mccullough,2026-02-24
1456,2023-02-06,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #019,Northeast,Shawn Rose,2024-12-02
1457,2024-08-08,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #007,Midwest,Rebecca Duncan,2024-09-06
1458,2024-12-18,2,0.0,353.5,Hoodie,Apparel,103.64,176.75,Store #016,Southeast,Tina Bradford,2025-12-21
1459,2024-11-10,3,0.2,468.86,Bike Helmet,Sports,90.08,195.36,Store #006,Southeast,Stephanie Underwood,2025-10-07
1460,2024-11-04,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #006,Southeast,Amy Reynolds,2024-08-15
1461,2023-04-10,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #016,Southeast,Alexander Johnston,2025-06-03
1462,2023-09-22,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #018,West,Katrina Medina,2025-11-11
1463,2023-07-07,1,0.15,149.63,Hair Dryer,Beauty,110.45,176.04,Store #011,Southwest,Robert Doyle,2025-09-22
1464,2023-04-02,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #008,Midwest,Whitney Torres,2024-05-12
1465,2023-08-17,1,0.1,159.08,Hoodie,Apparel,103.64,176.75,Store #010,West,Victoria Hale,2024-07-04
1466,2023-12-19,1,0.0,142.75,Winter Jacket,Apparel,86.68,142.75,Store #010,West,Amanda Smith,2025-05-01
1467,2023-05-01,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #016,Southeast,Patrick White,2025-03-08
1468,2024-10-11,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #019,Northeast,Mary Lyons,2024-08-09
1469,2024-09-27,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #003,Midwest,Mary Smith,2025-01-30
1470,2023-07-19,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #017,Southwest,Alejandro Robbins,2024-10-20
1471,2024-11-10,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #014,Southeast,Patrick White,2025-03-08
1472,2023-06-04,1,0.1,135.66,Denim Jeans,Apparel,72.68,150.73,Store #005,West,Cole Johnson,2025-12-16
1473,2023-12-17,1,0.1,175.82,Bike Helmet,Sports,90.08,195.36,Store #019,Northeast,Amy Bailey,2023-11-07
1474,2024-04-13,1,0.15,112.28,Cotton T-Shirt,Apparel,60.46,132.1,Store #005,West,Megan Foster,2023-11-11
1475,2023-07-04,2,0.1,390.11,Perfume,Beauty,127.13,216.73,Store #003,Midwest,Gary White,2026-03-11
1476,2023-12-07,2,0.0,265.9,Lipstick Set,Beauty,62.3,132.95,Store #006,Southeast,Laura Kirby,2023-09-30
1477,2024-10-11,2,0.0,22.08,Blender,Home & Kitchen,7.32,11.04,Store #002,West,Rebecca Alexander,2023-10-20
1478,2024-04-07,1,0.1,89.21,Face Moisturizer,Beauty,66.65,99.12,Store #009,Midwest,Cathy Koch,2025-12-16
1479,2023-06-22,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #019,Northeast,Steven Pennington,2026-03-03
1480,2023-06-12,1,0.15,113.01,Lipstick Set,Beauty,62.3,132.95,Store #016,Southeast,Tiffany Reed,2026-01-27
1481,2023-04-01,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #005,West,Adrian Hansen,2026-04-19
1482,2024-03-20,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #014,Southeast,Kristin Kramer,2024-06-01
